Intromission 2017-05-31T17:35:04.6271898+01:00 PointEvent
Intromission 2017-05-31T17:35:05.0931898+01:00 PointEvent
Intromission 2017-05-31T17:35:05.5931898+01:00 PointEvent
Intromission 2017-05-31T17:35:06.1271898+01:00 PointEvent
Intromission 2017-05-31T17:35:06.6271898+01:00 PointEvent
Intromission 2017-05-31T17:35:07.1931898+01:00 PointEvent
Intromission 2017-05-31T17:35:07.7271898+01:00 PointEvent
Intromission 2017-05-31T17:35:08.3271898+01:00 PointEvent
Intromission 2017-05-31T17:35:08.9271898+01:00 PointEvent
Intromission 2017-05-31T17:35:09.4931898+01:00 PointEvent
Intromission 2017-05-31T17:35:10.0601898+01:00 PointEvent
Intromission 2017-05-31T17:35:10.6271898+01:00 PointEvent
Intromission 2017-05-31T17:35:11.1931898+01:00 PointEvent
Intromission 2017-05-31T17:35:11.8271898+01:00 PointEvent
Intromission 2017-05-31T17:35:12.3931898+01:00 PointEvent
Intromission 2017-05-31T17:35:13.0271898+01:00 PointEvent
Intromission 2017-05-31T17:35:13.6931898+01:00 PointEvent
Intromission 2017-05-31T17:35:14.4601898+01:00 PointEvent
Intromission 2017-05-31T17:35:15.2271898+01:00 PointEvent
Intromission 2017-05-31T17:35:15.8601898+01:00 PointEvent
Intromission 2017-05-31T17:35:16.5271898+01:00 PointEvent
Intromission 2017-05-31T17:35:17.0601898+01:00 PointEvent
Intromission 2017-05-31T17:35:17.6601898+01:00 PointEvent
Intromission 2017-05-31T17:35:18.2601898+01:00 PointEvent
Intromission 2017-05-31T17:35:18.8271898+01:00 PointEvent
Intromission 2017-05-31T17:35:19.4931898+01:00 PointEvent
Intromission 2017-05-31T17:35:20.0601898+01:00 PointEvent
Intromission 2017-05-31T17:35:20.6271898+01:00 PointEvent
Intromission 2017-05-31T17:35:21.2271898+01:00 PointEvent
Intromission 2017-05-31T17:35:21.7931898+01:00 PointEvent
Intromission 2017-05-31T17:35:22.3271898+01:00 PointEvent
Intromission 2017-05-31T17:35:22.9931898+01:00 PointEvent
Intromission 2017-05-31T17:35:23.5931898+01:00 PointEvent
Intromission 2017-05-31T17:35:24.1271898+01:00 PointEvent
Intromission 2017-05-31T17:35:24.6931898+01:00 PointEvent
Intromission 2017-05-31T17:35:25.2271898+01:00 PointEvent
Intromission 2017-05-31T17:35:25.7931898+01:00 PointEvent
Intromission 2017-05-31T17:35:26.3601898+01:00 PointEvent
Intromission 2017-05-31T17:35:26.8931898+01:00 PointEvent
Intromission 2017-05-31T17:35:27.5931898+01:00 PointEvent
Intromission 2017-05-31T17:35:28.3271898+01:00 PointEvent
Intromission 2017-05-31T17:35:29.6601898+01:00 PointEvent
Intromission 2017-05-31T17:35:30.1271898+01:00 PointEvent
Intromission 2017-05-31T17:35:30.6271898+01:00 PointEvent
Intromission 2017-05-31T17:35:31.1601898+01:00 PointEvent
Intromission 2017-05-31T17:35:31.6601898+01:00 PointEvent
Intromission 2017-05-31T17:35:32.2271898+01:00 PointEvent
Intromission 2017-05-31T17:35:32.7271898+01:00 PointEvent
Intromission 2017-05-31T17:35:33.2601898+01:00 PointEvent
Intromission 2017-05-31T17:35:33.7601898+01:00 PointEvent
Intromission 2017-05-31T17:35:34.2931898+01:00 PointEvent
Intromission 2017-05-31T17:35:34.8271898+01:00 PointEvent
Intromission 2017-05-31T17:35:35.3271898+01:00 PointEvent
Intromission 2017-05-31T17:35:35.8601898+01:00 PointEvent
Intromission 2017-05-31T17:35:36.4271898+01:00 PointEvent
Intromission 2017-05-31T17:35:36.9601898+01:00 PointEvent
Intromission 2017-05-31T17:35:37.4601898+01:00 PointEvent
Intromission 2017-05-31T17:35:38.0601898+01:00 PointEvent
Intromission 2017-05-31T17:35:38.5931898+01:00 PointEvent
Intromission 2017-05-31T17:35:39.0931898+01:00 PointEvent
Intromission 2017-05-31T17:35:39.5601898+01:00 PointEvent
Intromission 2017-05-31T17:35:40.0931898+01:00 PointEvent
Intromission 2017-05-31T17:35:40.6271898+01:00 PointEvent
Intromission 2017-05-31T17:35:41.1271898+01:00 PointEvent
Intromission 2017-05-31T17:35:43.5271898+01:00 PointEvent
Intromission 2017-05-31T17:35:43.9601898+01:00 PointEvent
Intromission 2017-05-31T17:35:44.4271898+01:00 PointEvent
Intromission 2017-05-31T17:35:44.8931898+01:00 PointEvent
Intromission 2017-05-31T17:35:45.9271898+01:00 PointEvent
Intromission 2017-05-31T17:35:46.4271898+01:00 PointEvent
Intromission 2017-05-31T17:35:47.4931898+01:00 PointEvent
Intromission 2017-05-31T17:35:47.9931898+01:00 PointEvent
Intromission 2017-05-31T17:35:48.4931898+01:00 PointEvent
Intromission 2017-05-31T17:35:48.9931898+01:00 PointEvent
Intromission 2017-05-31T17:35:49.4931898+01:00 PointEvent
Intromission 2017-05-31T17:35:50.7271898+01:00 PointEvent
Intromission 2017-05-31T17:35:51.1601898+01:00 PointEvent
Intromission 2017-05-31T17:35:51.6931898+01:00 PointEvent
Intromission 2017-05-31T17:35:52.2931898+01:00 PointEvent
Intromission 2017-05-31T17:35:53.2601898+01:00 PointEvent
Intromission 2017-05-31T17:35:53.7271898+01:00 PointEvent
Intromission 2017-05-31T17:35:54.2271898+01:00 PointEvent
Intromission 2017-05-31T17:35:54.6931898+01:00 PointEvent
Intromission 2017-05-31T17:35:55.2271898+01:00 PointEvent
Intromission 2017-05-31T17:35:56.8601898+01:00 PointEvent
Intromission 2017-05-31T17:35:57.3601898+01:00 PointEvent
Intromission 2017-05-31T17:35:57.8931898+01:00 PointEvent
Intromission 2017-05-31T17:36:00.1931898+01:00 PointEvent
Intromission 2017-05-31T17:36:00.6601898+01:00 PointEvent
Intromission 2017-05-31T17:36:01.6601898+01:00 PointEvent
Intromission 2017-05-31T17:36:02.0931898+01:00 PointEvent
Intromission 2017-05-31T17:36:02.6271898+01:00 PointEvent
Intromission 2017-05-31T17:36:03.0601898+01:00 PointEvent
Intromission 2017-05-31T17:36:03.5931898+01:00 PointEvent
Intromission 2017-05-31T17:36:04.0271898+01:00 PointEvent
Intromission 2017-05-31T17:36:04.4601898+01:00 PointEvent
Intromission 2017-05-31T17:36:05.5931898+01:00 PointEvent
Intromission 2017-05-31T17:36:06.0931898+01:00 PointEvent
Intromission 2017-05-31T17:36:06.5601898+01:00 PointEvent
Intromission 2017-05-31T17:36:07.0601898+01:00 PointEvent
Intromission 2017-05-31T17:36:08.9271898+01:00 PointEvent
Intromission 2017-05-31T17:36:09.3601898+01:00 PointEvent
Intromission 2017-05-31T17:36:09.8931898+01:00 PointEvent
Intromission 2017-05-31T17:36:10.4271898+01:00 PointEvent
Intromission 2017-05-31T17:36:10.8931898+01:00 PointEvent
Intromission 2017-05-31T17:36:11.3931898+01:00 PointEvent
Intromission 2017-05-31T17:36:11.9601898+01:00 PointEvent
Intromission 2017-05-31T17:36:12.4931898+01:00 PointEvent
Intromission 2017-05-31T17:36:13.0271898+01:00 PointEvent
Intromission 2017-05-31T17:36:13.4931898+01:00 PointEvent
Intromission 2017-05-31T17:36:13.9931898+01:00 PointEvent
Intromission 2017-05-31T17:36:14.5271898+01:00 PointEvent
Intromission 2017-05-31T17:36:15.0931898+01:00 PointEvent
Intromission 2017-05-31T17:36:16.5601898+01:00 PointEvent
Intromission 2017-05-31T17:36:17.0271898+01:00 PointEvent
Intromission 2017-05-31T17:36:17.5601898+01:00 PointEvent
Intromission 2017-05-31T17:36:19.4601898+01:00 PointEvent
Intromission 2017-05-31T17:36:19.9271898+01:00 PointEvent
Intromission 2017-05-31T17:36:20.3931898+01:00 PointEvent
Intromission 2017-05-31T17:36:20.9271898+01:00 PointEvent
Intromission 2017-05-31T17:36:21.3931898+01:00 PointEvent
Intromission 2017-05-31T17:36:21.9271898+01:00 PointEvent
Intromission 2017-05-31T17:36:22.3931898+01:00 PointEvent
Intromission 2017-05-31T17:36:22.9601898+01:00 PointEvent
Intromission 2017-05-31T17:36:23.4271898+01:00 PointEvent
Intromission 2017-05-31T17:36:23.8931898+01:00 PointEvent
Intromission 2017-05-31T17:36:25.1271898+01:00 PointEvent
Intromission 2017-05-31T17:36:27.1271898+01:00 PointEvent
Intromission 2017-05-31T17:36:27.5931898+01:00 PointEvent
Intromission 2017-05-31T17:36:28.2271898+01:00 PointEvent
MountOut 2017-05-31T17:36:31.4601898+01:00 PointEvent
MountAttempt 2017-05-31T17:37:10.6931898+01:00 PointEvent
MountIn 2017-05-31T17:37:14.5931898+01:00 PointEvent
Intromission 2017-05-31T17:37:16.0601898+01:00 PointEvent
Intromission 2017-05-31T17:37:16.4931898+01:00 PointEvent
Intromission 2017-05-31T17:37:16.9271898+01:00 PointEvent
Intromission 2017-05-31T17:37:17.3601898+01:00 PointEvent
Intromission 2017-05-31T17:37:17.7931898+01:00 PointEvent
Intromission 2017-05-31T17:37:18.2931898+01:00 PointEvent
Intromission 2017-05-31T17:37:18.7601898+01:00 PointEvent
Intromission 2017-05-31T17:37:19.2601898+01:00 PointEvent
Intromission 2017-05-31T17:37:19.7271898+01:00 PointEvent
Intromission 2017-05-31T17:37:20.1931898+01:00 PointEvent
Intromission 2017-05-31T17:37:20.8271898+01:00 PointEvent
Intromission 2017-05-31T17:37:21.2931898+01:00 PointEvent
Intromission 2017-05-31T17:37:21.9271898+01:00 PointEvent
Intromission 2017-05-31T17:37:22.5271898+01:00 PointEvent
Intromission 2017-05-31T17:37:22.9271898+01:00 PointEvent
Intromission 2017-05-31T17:37:23.3931898+01:00 PointEvent
Intromission 2017-05-31T17:37:23.8931898+01:00 PointEvent
Intromission 2017-05-31T17:37:24.3271898+01:00 PointEvent
Intromission 2017-05-31T17:37:24.7931898+01:00 PointEvent
Intromission 2017-05-31T17:37:25.2601898+01:00 PointEvent
Ejaculation 2017-05-31T17:37:25.5271898+01:00 PointEvent
Dismount 2017-05-31T17:37:46.4931898+01:00 PointEvent
EndMovie 2017-05-31T17:39:01.8931898+01:00 PointEvent
