StartMovie 2017-05-31T17:14:51.6931898+01:00 PointEvent
MountAttempt 2017-05-31T17:32:41.0601898+01:00 PointEvent
MountOut 2017-05-31T17:32:47.1931898+01:00 PointEvent
MountAttempt 2017-05-31T17:32:47.5601898+01:00 PointEvent
MountOut 2017-05-31T17:32:49.8931898+01:00 PointEvent
Grooming 2017-05-31T17:32:57.7271898+01:00 PointEvent
MountOut 2017-05-31T17:33:01.5601898+01:00 PointEvent
Grooming 2017-05-31T17:33:04.5271898+01:00 PointEvent
MountOut 2017-05-31T17:33:11.1931898+01:00 PointEvent
Grooming 2017-05-31T17:33:13.0601898+01:00 PointEvent
MountOut 2017-05-31T17:33:23.3931898+01:00 PointEvent
MountIn 2017-05-31T17:33:37.9271898+01:00 PointEvent
Intromission 2017-05-31T17:33:41.3931898+01:00 PointEvent
Intromission 2017-05-31T17:33:41.8931898+01:00 PointEvent
Intromission 2017-05-31T17:33:42.4271898+01:00 PointEvent
Intromission 2017-05-31T17:33:43.0271898+01:00 PointEvent
Intromission 2017-05-31T17:33:43.6601898+01:00 PointEvent
Intromission 2017-05-31T17:33:44.3601898+01:00 PointEvent
Intromission 2017-05-31T17:33:45.0271898+01:00 PointEvent
Intromission 2017-05-31T17:33:45.7271898+01:00 PointEvent
Intromission 2017-05-31T17:33:46.4271898+01:00 PointEvent
Intromission 2017-05-31T17:33:47.2271898+01:00 PointEvent
Intromission 2017-05-31T17:33:48.1271898+01:00 PointEvent
Intromission 2017-05-31T17:33:48.8601898+01:00 PointEvent
Intromission 2017-05-31T17:33:49.5931898+01:00 PointEvent
Intromission 2017-05-31T17:33:51.1931898+01:00 PointEvent
Intromission 2017-05-31T17:33:51.8931898+01:00 PointEvent
Intromission 2017-05-31T17:33:52.7931898+01:00 PointEvent
MountOut 2017-05-31T17:33:56.9601898+01:00 PointEvent
MountAttempt 2017-05-31T17:34:06.3601898+01:00 PointEvent
MountOut 2017-05-31T17:34:09.0931898+01:00 PointEvent
MountIn 2017-05-31T17:34:17.5271898+01:00 PointEvent
Intromission 2017-05-31T17:34:20.0931898+01:00 PointEvent
Intromission 2017-05-31T17:34:20.5601898+01:00 PointEvent
Intromission 2017-05-31T17:34:21.0931898+01:00 PointEvent
Intromission 2017-05-31T17:34:21.6931898+01:00 PointEvent
Intromission 2017-05-31T17:34:22.2931898+01:00 PointEvent
Intromission 2017-05-31T17:34:22.8931898+01:00 PointEvent
Intromission 2017-05-31T17:34:23.5271898+01:00 PointEvent
Intromission 2017-05-31T17:34:24.1931898+01:00 PointEvent
Intromission 2017-05-31T17:34:24.8271898+01:00 PointEvent
Intromission 2017-05-31T17:34:25.4601898+01:00 PointEvent
Intromission 2017-05-31T17:34:26.2271898+01:00 PointEvent
Intromission 2017-05-31T17:34:26.8931898+01:00 PointEvent
Intromission 2017-05-31T17:34:27.5601898+01:00 PointEvent
MountOut 2017-05-31T17:34:29.8931898+01:00 PointEvent
MountAttempt 2017-05-31T17:34:52.2931898+01:00 PointEvent
MountOut 2017-05-31T17:34:54.3931898+01:00 PointEvent
MountAttempt 2017-05-31T17:34:55.5601898+01:00 PointEvent
MountAttempt 2017-05-31T17:34:58.2931898+01:00 PointEvent
MountAttempt 2017-05-31T17:34:59.8931898+01:00 PointEvent
MountAttempt 2017-05-31T17:35:00.3601898+01:00 PointEvent
MountIn 2017-05-31T17:35:02.4931898+01:00 PointEvent
Intromission 2017-05-31T17:35:03.3271898+01:00 PointEvent
Intromission 2017-05-31T17:35:03.7601898+01:00 PointEvent
Intromission 2017-05-31T17:35:04.1601898+01:00 PointEvent
